cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
** convex,** scaly,None,y tiene,** yellow.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** numerous,es** grasses.
** knobbed,** fibrous,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** scattered,es** grasses.
** flat,** fibrous,None,y tiene,** yellow.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** convex,** smooth,None,y tiene,** red.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** paths.
** convex,** scaly,None,y tiene,** red.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** wood.
** flat,** fibrous,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** grasses.
** convex,** scaly,None,y tiene,** red.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** wood.
** knobbed,** smooth,None,y tiene,** red.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** leaves.
** convex,** fibrous,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** scattered,es** wood.
** flat,** smooth,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** flat,** scaly,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** paths.
** bell,** smooth,None,y tiene,** yellow.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** numerous,es** meadows.
** flat,** fibrous,None,y tiene,** red.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** wood.
** flat,** smooth,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** urban.
** flat,** fibrous,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** wood.
** flat,** smooth,None,y tiene,** white.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** convex,** fibrous,None,y tiene,** white.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** scattered,es** grasses.
** convex,** smooth,None,y tiene,** white.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** numerous,es** grasses.
** convex,** fibrous,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** scattered,es** grasses.
** convex,** scaly,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** wood.
** knobbed,** fibrous,None,y tiene,** white.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** numerous,es** grasses.
** convex,** fibrous,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** bell,** smooth,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** leaves.
** knobbed,** scaly,None,y tiene,** red.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** leaves.
** convex,** smooth,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** paths.
** knobbed,** scaly,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** leaves.
** convex,** fibrous,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** grasses.
** flat,** smooth,None,y tiene,** white.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** urban.
** bell,** fibrous,None,y tiene,** white.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** scattered,es** grasses.
** flat,** fibrous,None,y tiene,** yellow.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** wood.
** convex,** fibrous,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** wood.
** flat,** smooth,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** scattered,es** grasses.
** knobbed,** smooth,None,y tiene,** red.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** leaves.
** convex,** fibrous,None,y tiene,** white.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** scattered,es** wood.
** knobbed,** smooth,None,y tiene,** white.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** numerous,es** grasses.
** flat,** scaly,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** wood.
** flat,** smooth,None,y tiene,** white.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** urban.
** convex,** scaly,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** wood.
** convex,** scaly,None,y tiene,** yellow.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** grasses.
** flat,** scaly,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** wood.
** flat,** smooth,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** abundant,es** grasses.
** flat,** smooth,None,y tiene,** yellow.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** convex,** scaly,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** wood.
** convex,** fibrous,None,y tiene,** red.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** wood.
** convex,** scaly,None,y tiene,** purple.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** wood.
** flat,** scaly,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** wood.
** flat,** fibrous,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** grasses.
** flat,** scaly,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** paths.
** convex,** fibrous,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** paths.
** convex,** scaly,None,y tiene,** yellow.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** convex,** smooth,None,y tiene,** white.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** scattered,es** grasses.
** flat,** scaly,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** convex,** smooth,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** abundant,es** grasses.
** convex,** smooth,None,y tiene,** white.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** scattered,es** wood.
** knobbed,** smooth,None,y tiene,** red.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** leaves.
** flat,** scaly,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** paths.
** convex,** scaly,None,y tiene,** yellow.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** numerous,es** meadows.
** knobbed,** scaly,None,y tiene,** buff.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** clustered,es** waste.
** convex,** fibrous,None,y tiene,** yellow.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** wood.
** convex,** fibrous,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** convex,** scaly,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** paths.
** knobbed,** scaly,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** paths.
** flat,** scaly,None,y tiene,** red.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** flat,** scaly,None,y tiene,** red.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** wood.
** flat,** fibrous,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** wood.
** convex,** scaly,None,y tiene,** cinnamon.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** clustered,es** wood.
** convex,** fibrous,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** abundant,es** grasses.
** bell,** scaly,None,y tiene,** yellow.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** numerous,es** meadows.
** convex,** fibrous,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** wood.
** convex,** scaly,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** grasses.
** flat,** fibrous,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** wood.
** flat,** smooth,None,y tiene,** red.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** paths.
** knobbed,** scaly,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** leaves.
** convex,** scaly,None,y tiene,** red.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** wood.
** bell,** smooth,None,y tiene,** yellow.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** scattered,es** meadows.
** convex,** scaly,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** clustered,es** waste.
** convex,** scaly,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** paths.
** convex,** smooth,None,y tiene,** yellow.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** numerous,es** meadows.
** convex,** scaly,None,y tiene,** red.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** leaves.
** flat,** fibrous,None,y tiene,** white.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** abundant,es** grasses.
** convex,** fibrous,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** abundant,es** grasses.
** convex,** scaly,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** bell,** fibrous,None,y tiene,** white.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** numerous,es** grasses.
** convex,** smooth,None,y tiene,** buff.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** scattered,es** urban.
** flat,** fibrous,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** scattered,es** grasses.
** flat,** scaly,None,y tiene,** red.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** wood.
** flat,** fibrous,None,y tiene,** yellow.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** grasses.
** flat,** fibrous,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** scattered,es** grasses.
** convex,** scaly,None,y tiene,** red.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** flat,** smooth,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** abundant,es** grasses.
** convex,** scaly,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** scattered,es** grasses.
** convex,** smooth,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** grasses.
** flat,** scaly,None,y tiene,** cinnamon.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** leaves.
** convex,** fibrous,None,y tiene,** white.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** numerous,es** grasses.
** flat,** smooth,None,y tiene,** white.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** scattered,es** urban.
** flat,** smooth,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** convex,** fibrous,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** paths.
** convex,** fibrous,None,y tiene,** red.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** knobbed,** smooth,None,y tiene,** white.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** numerous,es** grasses.
** convex,** scaly,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** wood.
** convex,** fibrous,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** wood.
** knobbed,** scaly,None,y tiene,** red.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** bell,** scaly,None,y tiene,** yellow.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** numerous,es** meadows.
** convex,** fibrous,None,y tiene,** white.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** scattered,es** grasses.
** convex,** smooth,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** leaves.
** flat,** fibrous,None,y tiene,** red.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** wood.
** convex,** fibrous,None,y tiene,** red.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** convex,** smooth,None,y tiene,** white.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** flat,** fibrous,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** convex,** smooth,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** paths.
** flat,** fibrous,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** flat,** fibrous,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** convex,** scaly,None,y tiene,** white.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** numerous,es** grasses.
** bell,** smooth,None,y tiene,** white.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** numerous,es** meadows.
** flat,** smooth,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** scattered,es** grasses.
** convex,** smooth,None,y tiene,** red.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** leaves.
** flat,** fibrous,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** knobbed,** scaly,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** convex,** scaly,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** flat,** fibrous,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** paths.
** convex,** smooth,None,y tiene,** yellow.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** numerous,es** grasses.
** convex,** scaly,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** urban.
** flat,** smooth,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** scattered,es** grasses.
** flat,** fibrous,None,y tiene,** red.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** wood.
** convex,** scaly,None,y tiene,** red.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** flat,** fibrous,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** scattered,es** grasses.
** convex,** scaly,None,y tiene,** white.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** numerous,es** grasses.
** flat,** fibrous,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** wood.
** convex,** fibrous,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** wood.
** knobbed,** scaly,None,y tiene,** red.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** flat,** scaly,None,y tiene,** red.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** knobbed,** scaly,None,y tiene,** buff.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** clustered,es** waste.
** convex,** scaly,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** convex,** smooth,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** leaves.
** convex,** fibrous,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** grasses.
** convex,** smooth,None,y tiene,** buff.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** grasses.
** knobbed,** scaly,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** convex,** smooth,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** paths.
** flat,** scaly,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** flat,** fibrous,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** wood.
** convex,** fibrous,None,y tiene,** white.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** scattered,es** grasses.
** knobbed,** scaly,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** clustered,es** waste.
** convex,** scaly,None,y tiene,** red.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** wood.
** flat,** scaly,None,y tiene,** red.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** flat,** scaly,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** scattered,es** urban.
** flat,** smooth,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** abundant,es** grasses.
** flat,** scaly,None,y tiene,** red.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** leaves.
** flat,** scaly,None,y tiene,** yellow.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** scattered,es** grasses.
** convex,** scaly,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** paths.
** convex,** fibrous,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** wood.
** convex,** smooth,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** abundant,es** grasses.
** flat,** fibrous,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** wood.
** bell,** scaly,None,y tiene,** white.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** numerous,es** meadows.
** convex,** scaly,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** paths.
** flat,** fibrous,None,y tiene,** red.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** flat,** scaly,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** flat,** smooth,None,y tiene,** pink.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** clustered,es** waste.
** convex,** scaly,None,y tiene,** yellow.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** grasses.
** convex,** fibrous,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** urban.
** flat,** scaly,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** leaves.
** flat,** smooth,None,y tiene,** white.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** urban.
** convex,** scaly,None,y tiene,** yellow.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** scattered,es** grasses.
** bell,** smooth,None,y tiene,** white.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** scattered,es** grasses.
** flat,** smooth,None,y tiene,** red.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** clustered,es** waste.
** flat,** fibrous,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** urban.
** flat,** scaly,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** scattered,es** grasses.
** convex,** fibrous,None,y tiene,** yellow.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** paths.
** flat,** smooth,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** clustered,es** leaves.
** flat,** smooth,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** leaves.
** flat,** scaly,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** knobbed,** smooth,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** flat,** smooth,None,y tiene,** white.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** bell,** smooth,None,y tiene,** yellow.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** numerous,es** grasses.
** convex,** fibrous,None,y tiene,** white.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** scattered,es** grasses.
** convex,** scaly,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** wood.
** flat,** scaly,None,y tiene,** cinnamon.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** leaves.
** knobbed,** smooth,None,y tiene,** red.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** leaves.
** flat,** smooth,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** scattered,es** grasses.
** convex,** scaly,None,y tiene,** red.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** flat,** scaly,None,y tiene,** red.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** convex,** smooth,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** abundant,es** grasses.
** flat,** smooth,None,y tiene,** red.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** convex,** fibrous,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** paths.
** flat,** scaly,None,y tiene,** yellow.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** grasses.
** convex,** smooth,None,y tiene,** white.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** grasses.
** convex,** smooth,None,y tiene,** yellow.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** scattered,es** grasses.
** convex,** fibrous,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** grasses.
** bell,** fibrous,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** scattered,es** grasses.
** convex,** smooth,None,y tiene,** red.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** clustered,es** waste.
** bell,** smooth,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** scattered,es** grasses.
** knobbed,** smooth,None,y tiene,** white.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** scattered,es** grasses.
** flat,** scaly,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** wood.
** knobbed,** scaly,None,y tiene,** pink.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** clustered,es** waste.
** convex,** smooth,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** paths.
** flat,** scaly,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** wood.
** flat,** scaly,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** leaves.
** sunken,** fibrous,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** urban.
** flat,** smooth,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** convex,** smooth,None,y tiene,** red.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** convex,** fibrous,None,y tiene,** yellow.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** solitary,es** paths.
** convex,** fibrous,None,y tiene,** brown.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
** convex,** scaly,None,y tiene,** yellow.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** numerous,es** grasses.
** convex,** smooth,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** scattered,es** urban.
** flat,** scaly,None,y tiene,** green.,None,None,None,None,** es,** es,** es,None,** es,None,** es,None,None,None,** es,** several,es** wood.
