descripcion
"{'cap-shape': 'bell', 'cap-surface': 'scaly', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'yellow', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'scattered', 'habitat': 'esgrasses'}"
"{'cap-shape': 'convex', 'cap-surface': 'scaly', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'green', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'several', 'habitat': 'eswood'}"
"{'cap-shape': 'bell', 'cap-surface': 'scaly', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'yellow', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'scattered', 'habitat': 'esmeadows'}"
"{'cap-shape': 'flat', 'cap-surface': 'smooth', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'buff', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'several', 'habitat': 'esgrasses'}"
"{'cap-shape': 'knobbed', 'cap-surface': 'smooth', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'brown', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'clustered', 'habitat': 'esleaves'}"
"{'cap-shape': 'flat', 'cap-surface': 'fibrous', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'brown', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'solitary', 'habitat': 'eswood'}"
"{'cap-shape': 'flat', 'cap-surface': 'fibrous', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'green', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'solitary', 'habitat': 'eswood'}"
"{'cap-shape': 'flat', 'cap-surface': 'scaly', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'green', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'several', 'habitat': 'eswood'}"
"{'cap-shape': 'flat', 'cap-surface': 'scaly', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'red', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'several', 'habitat': 'espaths'}"
"{'cap-shape': 'knobbed', 'cap-surface': 'smooth', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'red', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'several', 'habitat': 'eswood'}"
"{'cap-shape': 'convex', 'cap-surface': 'fibrous', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'white', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'abundant', 'habitat': 'esgrasses'}"
"{'cap-shape': 'flat', 'cap-surface': 'fibrous', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'red', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'solitary', 'habitat': 'eswood'}"
"{'cap-shape': 'convex', 'cap-surface': 'fibrous', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'white', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'scattered', 'habitat': 'esgrasses'}"
"{'cap-shape': 'convex', 'cap-surface': 'smooth', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'yellow', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'scattered', 'habitat': 'esgrasses'}"
"{'cap-shape': 'flat', 'cap-surface': 'smooth', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'brown', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'clustered', 'habitat': 'esleaves'}"
"{'cap-shape': 'convex', 'cap-surface': 'smooth', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'red', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'several', 'habitat': 'eswood'}"
"{'cap-shape': 'convex', 'cap-surface': 'scaly', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'brown', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'several', 'habitat': 'eswood'}"
"{'cap-shape': 'flat', 'cap-surface': 'scaly', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'brown', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'several', 'habitat': 'eswood'}"
"{'cap-shape': 'flat', 'cap-surface': 'fibrous', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'yellow', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'solitary', 'habitat': 'espaths'}"
"{'cap-shape': 'flat', 'cap-surface': 'smooth', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'brown', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'several', 'habitat': 'eswood'}"
"{'cap-shape': 'flat', 'cap-surface': 'scaly', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'brown', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'scattered', 'habitat': 'esurban'}"
"{'cap-shape': 'convex', 'cap-surface': 'scaly', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'yellow', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'solitary', 'habitat': 'esgrasses'}"
"{'cap-shape': 'flat', 'cap-surface': 'scaly', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'yellow', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'several', 'habitat': 'eswood'}"
"{'cap-shape': 'flat', 'cap-surface': 'smooth', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'green', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'scattered', 'habitat': 'esgrasses'}"
"{'cap-shape': 'convex', 'cap-surface': 'fibrous', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'green', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'scattered', 'habitat': 'esgrasses'}"
"{'cap-shape': 'flat', 'cap-surface': 'fibrous', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'red', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'solitary', 'habitat': 'eswood'}"
"{'cap-shape': 'flat', 'cap-surface': 'scaly', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'brown', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'several', 'habitat': 'eswood'}"
"{'cap-shape': 'flat', 'cap-surface': 'smooth', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'pink', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'clustered', 'habitat': 'eswaste'}"
"{'cap-shape': 'convex', 'cap-surface': 'fibrous', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'brown', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'several', 'habitat': 'eswood'}"
"{'cap-shape': 'convex', 'cap-surface': 'scaly', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'yellow', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'scattered', 'habitat': 'esgrasses'}"
"{'cap-shape': 'convex', 'cap-surface': 'scaly', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'brown', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'several', 'habitat': 'esgrasses'}"
"{'cap-shape': 'flat', 'cap-surface': 'fibrous', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'green', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'scattered', 'habitat': 'esgrasses'}"
"{'cap-shape': 'convex', 'cap-surface': 'fibrous', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'green', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'solitary', 'habitat': 'eswood'}"
"{'cap-shape': 'flat', 'cap-surface': 'smooth', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'pink', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'clustered', 'habitat': 'eswaste'}"
"{'cap-shape': 'bell', 'cap-surface': 'smooth', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'white', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'numerous', 'habitat': 'esmeadows'}"
"{'cap-shape': 'convex', 'cap-surface': 'fibrous', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'red', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'solitary', 'habitat': 'eswood'}"
"{'cap-shape': 'knobbed', 'cap-surface': 'smooth', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'brown', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'several', 'habitat': 'esleaves'}"
"{'cap-shape': 'flat', 'cap-surface': 'scaly', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'green', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'several', 'habitat': 'eswood'}"
"{'cap-shape': 'convex', 'cap-surface': 'scaly', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'brown', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'solitary', 'habitat': 'eswood'}"
"{'cap-shape': 'flat', 'cap-surface': 'scaly', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'brown', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'solitary', 'habitat': 'eswood'}"
"{'cap-shape': 'convex', 'cap-surface': 'smooth', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'white', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'scattered', 'habitat': 'esgrasses'}"
"{'cap-shape': 'convex', 'cap-surface': 'fibrous', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'green', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'several', 'habitat': 'eswood'}"
"{'cap-shape': 'convex', 'cap-surface': 'fibrous', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'brown', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'scattered', 'habitat': 'esgrasses'}"
"{'cap-shape': 'flat', 'cap-surface': 'smooth', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'green', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'scattered', 'habitat': 'esgrasses'}"
"{'cap-shape': 'flat', 'cap-surface': 'fibrous', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'brown', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'several', 'habitat': 'eswood'}"
"{'cap-shape': 'flat', 'cap-surface': 'fibrous', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'red', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'several', 'habitat': 'eswood'}"
"{'cap-shape': 'convex', 'cap-surface': 'fibrous', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'green', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'solitary', 'habitat': 'esgrasses'}"
"{'cap-shape': 'flat', 'cap-surface': 'scaly', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'brown', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'several', 'habitat': 'esleaves'}"
"{'cap-shape': 'convex', 'cap-surface': 'smooth', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'yellow', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'scattered', 'habitat': 'esgrasses'}"
"{'cap-shape': 'flat', 'cap-surface': 'scaly', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'yellow', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'several', 'habitat': 'esgrasses'}"
"{'cap-shape': 'convex', 'cap-surface': 'scaly', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'green', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'several', 'habitat': 'eswood'}"
"{'cap-shape': 'c', 'cap-surface': 'scaly', 'cap-color': None, 'bruises': 'ytiene', 'odor': 'white', 'gill-attachment': None, 'gill-spacing': None, 'gill-size': None, 'gill-color': None, 'stalk-shape': 'es', 'stalk-root': 'es', 'stalk-surface-above-ring': 'es', 'stalk-surface-below-ring': None, 'stalk-color-above-ring': 'es', 'stalk-color-below-ring': None, 'veil-type': 'es', 'veil-color': None, 'ring-number': None, 'ring-type': None, 'spore-print-color': 'es', 'population': 'clustered', 'habitat': 'esleaves'}"
