id,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
5057,flat,scaly,yellow,No Bruises,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,solitary,grasses
5058,convex,scaly,red,No Bruises,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,paths
5060,convex,scaly,red,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,wood
5061,convex,smooth,brown,No Bruises,foul,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,paths
5062,flat,scaly,red,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,wood
5063,flat,scaly,red,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,paths
5065,convex,smooth,red,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,leaves
5066,flat,smooth,red,No Bruises,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,wood
5067,flat,scaly,brown,No Bruises,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,paths
5068,convex,scaly,red,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,wood
5070,flat,smooth,red,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,wood
5071,flat,scaly,red,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,wood
5072,convex,smooth,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,paths
5073,flat,smooth,red,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,wood
5074,flat,smooth,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,leaves
5075,flat,smooth,red,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,leaves
5078,flat,scaly,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,paths
5079,convex,scaly,red,No Bruises,foul,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves
5080,bell,smooth,brown,No Bruises,null,attached,close,broad,yellow,enlarging,,smooth,smooth,orange,orange,partial,brown,one,pendant,brown,clustered,leaves
5081,flat,smooth,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,pink,partial,white,one,evanescent,white,several,wood
5084,flat,scaly,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
5085,flat,smooth,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves
5086,flat,smooth,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,wood
5087,flat,smooth,brown,No Bruises,foul,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,wood
5088,flat,smooth,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,white,partial,white,one,evanescent,white,several,paths
5089,flat,smooth,brown,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,leaves
5090,flat,scaly,red,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,wood
5091,flat,smooth,red,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
5095,flat,scaly,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
5097,convex,fibrous,white,No Bruises,null,free,crowded,broad,white,enlarging,,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses
5098,convex,smooth,brown,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,wood
5099,convex,scaly,red,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,leaves
5100,flat,smooth,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,leaves
5101,flat,scaly,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths
5103,convex,smooth,red,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,pink,partial,white,one,evanescent,white,several,wood
5105,flat,scaly,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,wood
5106,flat,smooth,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,wood
5108,flat,scaly,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,leaves
5109,flat,scaly,brown,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
5110,flat,smooth,red,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,leaves
5112,convex,scaly,red,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,wood
5113,flat,scaly,red,No Bruises,foul,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves
5114,flat,scaly,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,paths
5116,flat,scaly,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,wood
5120,convex,smooth,brown,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,paths
5121,flat,scaly,red,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths
5123,convex,smooth,red,No Bruises,foul,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths
5126,convex,scaly,red,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,leaves
5127,convex,smooth,brown,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,leaves
5128,convex,smooth,cinnamon,Bruises,null,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,several,paths
5129,convex,smooth,red,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,paths
5132,convex,scaly,red,No Bruises,foul,free,close,narrow,buff,tapering,,silky,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
5133,convex,smooth,red,No Bruises,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
5134,convex,smooth,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,wood
5135,convex,scaly,red,No Bruises,foul,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,wood
5137,flat,scaly,red,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths
5138,convex,scaly,red,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
5139,knobbed,smooth,red,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,paths
5140,flat,scaly,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,wood
5143,flat,smooth,red,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths
5144,bell,fibrous,white,No Bruises,null,free,crowded,broad,gray,enlarging,,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
5145,convex,scaly,red,No Bruises,foul,free,close,narrow,buff,tapering,,silky,silky,pink,pink,partial,white,one,evanescent,white,several,paths
5149,flat,smooth,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,paths
5150,convex,smooth,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,wood
5151,flat,smooth,red,No Bruises,foul,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,wood
5152,convex,smooth,brown,No Bruises,foul,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths
5153,convex,smooth,red,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths
5155,convex,scaly,red,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,wood
5156,convex,scaly,red,No Bruises,foul,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,wood
5159,flat,smooth,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,wood
5162,convex,smooth,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,leaves
5163,knobbed,smooth,brown,No Bruises,foul,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,paths
5165,flat,smooth,red,No Bruises,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
5166,flat,smooth,red,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,paths
5167,flat,smooth,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,wood
5168,convex,scaly,red,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,paths
5169,convex,scaly,red,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
5170,flat,scaly,red,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,paths
5171,knobbed,scaly,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,wood
5173,convex,smooth,red,No Bruises,foul,free,close,narrow,buff,tapering,,silky,silky,pink,pink,partial,white,one,evanescent,white,several,paths
5174,bell,smooth,green,No Bruises,null,free,crowded,broad,white,enlarging,,smooth,silky,white,white,partial,white,two,pendant,white,numerous,grasses
5175,convex,scaly,red,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,pink,partial,white,one,evanescent,white,several,paths
5178,convex,smooth,red,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,paths
5179,flat,scaly,red,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,white,partial,white,one,evanescent,white,several,wood
5180,flat,scaly,red,No Bruises,foul,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,leaves
5182,knobbed,smooth,white,No Bruises,null,free,crowded,broad,gray,enlarging,,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
5183,flat,scaly,red,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,paths
5185,convex,smooth,red,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,leaves
5187,flat,smooth,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,paths
5189,flat,scaly,red,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,white,partial,white,one,evanescent,white,several,wood
5190,bell,fibrous,green,No Bruises,null,free,crowded,broad,pink,enlarging,,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
5191,convex,scaly,red,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
5192,knobbed,smooth,red,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,leaves
5193,knobbed,smooth,white,No Bruises,null,free,crowded,broad,gray,enlarging,,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses
5194,convex,smooth,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,paths
5195,knobbed,smooth,red,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,paths
5196,knobbed,scaly,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,leaves
5197,flat,smooth,red,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,paths
5202,flat,scaly,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,leaves
5203,convex,scaly,red,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,leaves
5204,flat,smooth,red,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,leaves
5207,convex,smooth,red,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,wood
5209,flat,scaly,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
5210,convex,scaly,red,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,wood
5211,flat,scaly,red,No Bruises,foul,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,wood
5212,flat,smooth,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,wood
5213,convex,smooth,brown,No Bruises,foul,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves
5216,convex,scaly,red,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,paths
5217,convex,scaly,red,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,wood
5218,flat,scaly,red,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves
5219,flat,scaly,red,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,wood
5220,flat,smooth,red,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,leaves
5221,knobbed,scaly,red,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,leaves
5222,knobbed,smooth,green,No Bruises,null,free,crowded,broad,gray,enlarging,,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
5223,convex,smooth,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
5224,flat,smooth,red,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,white,partial,white,one,evanescent,white,several,wood
5227,convex,smooth,red,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,paths
5231,convex,smooth,brown,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
5232,knobbed,scaly,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,wood
5233,convex,smooth,red,No Bruises,foul,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,paths
5235,flat,smooth,red,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,paths
5236,convex,scaly,red,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,wood
5237,flat,scaly,brown,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,paths
5239,convex,smooth,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves
5240,flat,smooth,red,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,paths
5241,convex,smooth,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,wood
5242,flat,smooth,red,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
5243,convex,scaly,red,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths
5244,flat,scaly,brown,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,paths
5245,convex,scaly,red,No Bruises,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
5247,flat,smooth,red,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,wood
5249,convex,scaly,red,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
5251,knobbed,smooth,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,pink,partial,white,one,evanescent,white,several,wood
5252,convex,smooth,red,No Bruises,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,paths
5253,convex,smooth,red,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths
5254,flat,scaly,brown,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,leaves
5256,flat,scaly,red,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,white,partial,white,one,evanescent,white,several,leaves
5257,convex,smooth,brown,No Bruises,foul,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,wood
5258,flat,scaly,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,wood
5259,knobbed,smooth,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,wood
5260,flat,scaly,brown,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths
5264,flat,scaly,brown,No Bruises,foul,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves
5265,flat,scaly,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,paths
5266,knobbed,scaly,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves
5267,convex,smooth,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,pink,partial,white,one,evanescent,white,several,wood
5268,convex,smooth,red,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
5269,convex,smooth,brown,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
5270,flat,scaly,red,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,paths
5271,convex,fibrous,green,No Bruises,null,free,crowded,broad,white,enlarging,,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses
5273,flat,scaly,brown,No Bruises,foul,free,close,narrow,buff,tapering,,silky,silky,pink,pink,partial,white,one,evanescent,white,several,paths
5274,convex,smooth,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,paths
5278,convex,smooth,red,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,paths
5280,convex,smooth,red,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,white,partial,white,one,evanescent,white,several,wood
5281,flat,smooth,brown,No Bruises,foul,free,close,narrow,buff,tapering,,silky,silky,pink,pink,partial,white,one,evanescent,white,several,paths
5282,flat,scaly,brown,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,paths
5284,flat,smooth,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,leaves
5286,convex,smooth,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,paths
5287,flat,scaly,brown,No Bruises,foul,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths
5289,convex,smooth,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths
5290,flat,smooth,brown,No Bruises,foul,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths
5291,flat,scaly,brown,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,wood
5292,convex,scaly,red,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,wood
5293,flat,scaly,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,wood
5294,convex,smooth,brown,No Bruises,foul,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,paths
5295,knobbed,fibrous,white,No Bruises,null,free,crowded,broad,pink,enlarging,,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses
5296,convex,smooth,brown,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,paths
5297,flat,smooth,brown,No Bruises,foul,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,wood
5298,flat,smooth,brown,No Bruises,foul,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,wood
5300,flat,smooth,brown,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,wood
5301,bell,smooth,brown,No Bruises,null,attached,close,broad,orange,enlarging,,smooth,smooth,orange,orange,partial,orange,one,pendant,orange,several,leaves
5302,flat,smooth,red,No Bruises,foul,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,wood
5303,flat,smooth,red,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,pink,partial,white,one,evanescent,white,several,paths
5305,flat,smooth,brown,No Bruises,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
5306,flat,scaly,red,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,leaves
5308,flat,scaly,red,No Bruises,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
5311,convex,smooth,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths
5312,flat,smooth,brown,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,paths
5313,convex,smooth,white,No Bruises,null,free,crowded,broad,gray,enlarging,,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
5315,convex,scaly,red,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
5316,convex,smooth,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,paths
5319,flat,smooth,red,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,leaves
5320,flat,scaly,red,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,paths
5322,flat,smooth,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,white,partial,white,one,evanescent,white,several,leaves
5323,convex,scaly,red,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves
5324,convex,scaly,red,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,wood
5325,flat,smooth,red,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,paths
5326,flat,smooth,red,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
5327,convex,smooth,red,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,paths
5328,flat,scaly,red,No Bruises,foul,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,paths
5329,flat,scaly,red,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
5330,convex,smooth,brown,No Bruises,null,attached,close,broad,brown,enlarging,,smooth,smooth,orange,orange,partial,brown,one,pendant,yellow,clustered,leaves
5331,flat,scaly,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,white,partial,white,one,evanescent,white,several,wood
5332,flat,scaly,red,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,leaves
5333,convex,smooth,brown,No Bruises,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,paths
5334,convex,smooth,red,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,wood
5335,convex,smooth,red,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,paths
5336,convex,scaly,red,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,paths
5337,convex,smooth,brown,No Bruises,null,attached,close,broad,brown,enlarging,,smooth,smooth,orange,orange,partial,brown,one,pendant,orange,several,leaves
