Observacion,clase,cap-shape,cap-surface,cap-color,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,bruises
5743,poisonous,knobbed,scaly,cinnamon,musty,free,close,broad,white,enlarging,club,silky,scaly,cinnamon,cinnamon.,partial,white,null,null,white,clustered,wood,No presenta
5744,edible,convex,fibrous,green,null,free,crowded,broad,gray,enlarging,,smooth,smooth,white,white.,partial,white,two,pendant,white,scattered,grasses,No presenta
5745,edible,convex,smooth,brown,null,attached,close,broad,brown,enlarging,,smooth,smooth,orange,orange.,partial,orange,one,pendant,orange,several,leaves,No presenta
5746,edible,convex,smooth,brown,null,attached,close,broad,yellow,enlarging,,smooth,smooth,orange,orange.,partial,orange,one,pendant,buff,several,leaves,No presenta
5747,poisonous,knobbed,scaly,red,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,pink.,partial,white,one,evanescent,white,several,paths,No presenta
5750,edible,flat,smooth,brown,null,attached,close,broad,orange,enlarging,,smooth,smooth,orange,orange.,partial,orange,one,pendant,brown,several,leaves,No presenta
5751,poisonous,knobbed,scaly,brown,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,white.,partial,white,one,evanescent,white,several,leaves,No presenta
5752,poisonous,flat,scaly,red,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,pink.,partial,white,one,evanescent,white,several,paths,No presenta
5753,edible,knobbed,fibrous,green,null,free,crowded,broad,pink,enlarging,,smooth,silky,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
5754,poisonous,flat,scaly,red,spicy,free,close,narrow,buff,tapering,,silky,silky,white,pink.,partial,white,one,evanescent,white,several,wood,No presenta
5755,poisonous,flat,scaly,brown,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,pink.,partial,white,one,evanescent,white,several,paths,No presenta
5757,edible,bell,smooth,brown,null,attached,close,broad,yellow,enlarging,,smooth,smooth,orange,orange.,partial,brown,one,pendant,yellow,clustered,leaves,No presenta
5758,edible,bell,smooth,brown,null,attached,close,broad,orange,enlarging,,smooth,smooth,orange,orange.,partial,brown,one,pendant,orange,several,leaves,No presenta
5759,poisonous,knobbed,smooth,red,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,white.,partial,white,one,evanescent,white,several,leaves,No presenta
5760,poisonous,flat,smooth,red,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink.,partial,white,one,evanescent,white,several,paths,No presenta
5764,edible,convex,smooth,pink,null,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white.,partial,white,two,pendant,white,solitary,paths,Presenta
5765,poisonous,flat,smooth,red,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,pink.,partial,white,one,evanescent,white,several,wood,No presenta
5766,poisonous,convex,scaly,brown,musty,attached,close,broad,white,enlarging,club,silky,scaly,cinnamon,cinnamon.,partial,white,null,null,white,clustered,wood,No presenta
5767,edible,knobbed,smooth,green,null,free,crowded,broad,gray,enlarging,,silky,silky,white,white.,partial,white,two,pendant,white,scattered,grasses,No presenta
5768,poisonous,flat,scaly,brown,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,white.,partial,white,one,evanescent,white,several,paths,No presenta
5770,edible,flat,smooth,cinnamon,null,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white.,partial,white,two,pendant,white,solitary,paths,Presenta
5771,poisonous,flat,scaly,brown,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,white.,partial,white,one,evanescent,white,several,leaves,No presenta
5772,poisonous,convex,smooth,red,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink.,partial,white,one,evanescent,white,several,leaves,No presenta
5773,poisonous,convex,smooth,brown,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,white.,partial,white,one,evanescent,white,several,paths,No presenta
5775,poisonous,flat,smooth,red,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink.,partial,white,one,evanescent,white,several,wood,No presenta
5776,edible,bell,fibrous,green,null,free,crowded,broad,white,enlarging,,silky,smooth,white,white.,partial,white,two,pendant,white,scattered,grasses,No presenta
5779,edible,knobbed,fibrous,green,null,free,crowded,broad,gray,enlarging,,smooth,smooth,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
5780,edible,flat,smooth,brown,null,attached,close,broad,brown,enlarging,,smooth,smooth,orange,orange.,partial,brown,one,pendant,brown,several,leaves,No presenta
5782,poisonous,knobbed,smooth,red,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,pink.,partial,white,one,evanescent,white,several,wood,No presenta
5783,poisonous,knobbed,smooth,red,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink.,partial,white,one,evanescent,white,several,leaves,No presenta
5785,poisonous,knobbed,scaly,brown,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,pink.,partial,white,one,evanescent,white,several,leaves,No presenta
5786,edible,convex,fibrous,green,null,free,crowded,broad,gray,enlarging,,silky,silky,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
5788,poisonous,knobbed,scaly,red,spicy,free,close,narrow,buff,tapering,,silky,silky,white,pink.,partial,white,one,evanescent,white,several,paths,No presenta
5789,poisonous,knobbed,scaly,red,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,white.,partial,white,one,evanescent,white,several,leaves,No presenta
5791,poisonous,convex,smooth,red,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink.,partial,white,one,evanescent,white,several,paths,No presenta
5793,poisonous,flat,smooth,red,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,pink.,partial,white,one,evanescent,white,several,paths,No presenta
5796,edible,bell,fibrous,white,null,free,crowded,broad,white,enlarging,,smooth,smooth,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
5797,poisonous,knobbed,scaly,brown,musty,attached,close,broad,white,enlarging,club,silky,scaly,cinnamon,cinnamon.,partial,white,null,null,white,clustered,wood,No presenta
5800,poisonous,convex,smooth,red,spicy,free,close,narrow,buff,tapering,,silky,silky,white,white.,partial,white,one,evanescent,white,several,leaves,No presenta
5802,poisonous,flat,smooth,brown,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,white.,partial,white,one,evanescent,white,several,wood,No presenta
5803,edible,knobbed,fibrous,white,null,free,crowded,broad,white,enlarging,,silky,silky,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
5804,poisonous,convex,smooth,brown,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink.,partial,white,one,evanescent,white,several,wood,No presenta
5805,poisonous,knobbed,scaly,brown,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white.,partial,white,one,evanescent,white,several,wood,No presenta
5806,edible,knobbed,smooth,white,null,free,crowded,broad,white,enlarging,,smooth,silky,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
5807,poisonous,flat,scaly,brown,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink.,partial,white,one,evanescent,white,several,paths,No presenta
5809,poisonous,flat,scaly,red,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,pink.,partial,white,one,evanescent,white,several,leaves,No presenta
5810,edible,flat,smooth,brown,null,attached,close,broad,brown,enlarging,,smooth,smooth,orange,orange.,partial,brown,one,pendant,yellow,several,leaves,No presenta
5811,poisonous,flat,scaly,brown,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,white.,partial,white,one,evanescent,white,several,wood,No presenta
5812,poisonous,knobbed,scaly,red,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white.,partial,white,one,evanescent,white,several,wood,No presenta
5815,edible,knobbed,smooth,green,null,free,crowded,broad,pink,enlarging,,silky,silky,white,white.,partial,white,two,pendant,white,scattered,grasses,No presenta
5817,edible,convex,fibrous,green,null,free,crowded,broad,pink,enlarging,,silky,silky,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
5818,poisonous,knobbed,smooth,red,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink.,partial,white,one,evanescent,white,several,wood,No presenta
5819,poisonous,knobbed,smooth,brown,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,white.,partial,white,one,evanescent,white,several,wood,No presenta
5821,poisonous,flat,smooth,brown,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink.,partial,white,one,evanescent,white,several,wood,No presenta
5822,edible,bell,fibrous,green,null,free,crowded,broad,pink,enlarging,,smooth,silky,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
5823,poisonous,flat,smooth,brown,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink.,partial,white,one,evanescent,white,several,wood,No presenta
5826,poisonous,flat,smooth,red,foul,free,close,narrow,buff,tapering,,silky,silky,white,pink.,partial,white,one,evanescent,white,several,leaves,No presenta
5827,edible,knobbed,smooth,green,null,free,crowded,broad,white,enlarging,,silky,smooth,white,white.,partial,white,two,pendant,white,scattered,grasses,No presenta
5829,poisonous,knobbed,smooth,brown,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,pink.,partial,white,one,evanescent,white,several,leaves,No presenta
5830,poisonous,convex,smooth,brown,fishy,free,close,narrow,buff,tapering,,silky,silky,white,pink.,partial,white,one,evanescent,white,several,paths,No presenta
5831,edible,bell,smooth,green,null,free,crowded,broad,gray,enlarging,,smooth,silky,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
5833,poisonous,knobbed,smooth,brown,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white.,partial,white,one,evanescent,white,several,wood,No presenta
5834,edible,bell,smooth,green,null,free,crowded,broad,white,enlarging,,smooth,smooth,white,white.,partial,white,two,pendant,white,scattered,grasses,No presenta
5835,poisonous,flat,scaly,red,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,white.,partial,white,one,evanescent,white,several,paths,No presenta
5836,poisonous,flat,smooth,red,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,white.,partial,white,one,evanescent,white,several,wood,No presenta
5838,edible,bell,fibrous,green,null,free,crowded,broad,gray,enlarging,,silky,smooth,white,white.,partial,white,two,pendant,white,scattered,grasses,No presenta
5839,poisonous,flat,smooth,red,foul,free,close,narrow,buff,tapering,,silky,silky,pink,pink.,partial,white,one,evanescent,white,several,paths,No presenta
5841,edible,knobbed,smooth,green,null,free,crowded,broad,pink,enlarging,,smooth,silky,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
5842,poisonous,convex,smooth,red,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,pink.,partial,white,one,evanescent,white,several,leaves,No presenta
5843,edible,bell,smooth,brown,null,attached,close,broad,yellow,enlarging,,smooth,smooth,orange,orange.,partial,orange,one,pendant,yellow,clustered,leaves,No presenta
5845,edible,convex,smooth,brown,null,attached,close,broad,brown,enlarging,,smooth,smooth,orange,orange.,partial,brown,one,pendant,buff,clustered,leaves,No presenta
5846,poisonous,knobbed,smooth,brown,foul,free,close,narrow,buff,tapering,,silky,silky,pink,pink.,partial,white,one,evanescent,white,several,wood,No presenta
5847,poisonous,knobbed,smooth,brown,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink.,partial,white,one,evanescent,white,several,paths,No presenta
5849,edible,flat,smooth,brown,null,attached,close,broad,brown,enlarging,,smooth,smooth,orange,orange.,partial,brown,one,pendant,brown,clustered,leaves,No presenta
5850,edible,bell,smooth,white,null,free,crowded,broad,gray,enlarging,,silky,silky,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
5852,edible,bell,smooth,green,null,free,crowded,broad,white,enlarging,,smooth,smooth,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
5853,poisonous,knobbed,scaly,red,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,white.,partial,white,one,evanescent,white,several,paths,No presenta
5854,edible,convex,smooth,brown,null,attached,close,broad,orange,enlarging,,smooth,smooth,orange,orange.,partial,orange,one,pendant,yellow,clustered,leaves,No presenta
5855,poisonous,convex,smooth,red,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,white.,partial,white,one,evanescent,white,several,paths,No presenta
5856,poisonous,convex,smooth,brown,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,pink.,partial,white,one,evanescent,white,several,wood,No presenta
5857,poisonous,flat,smooth,red,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,white.,partial,white,one,evanescent,white,several,leaves,No presenta
5858,poisonous,flat,scaly,red,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink.,partial,white,one,evanescent,white,several,paths,No presenta
5859,poisonous,convex,scaly,red,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink.,partial,white,one,evanescent,white,several,paths,No presenta
5860,edible,knobbed,scaly,brown,null,free,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown.,partial,white,two,pendant,white,solitary,wood,No presenta
5861,poisonous,flat,smooth,red,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,white.,partial,white,one,evanescent,white,several,wood,No presenta
5862,poisonous,knobbed,smooth,brown,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,white.,partial,white,one,evanescent,white,several,paths,No presenta
5863,poisonous,flat,smooth,red,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,pink.,partial,white,one,evanescent,white,several,wood,No presenta
5864,edible,knobbed,fibrous,green,null,free,crowded,broad,white,enlarging,,smooth,smooth,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
5866,edible,bell,fibrous,white,null,free,crowded,broad,pink,enlarging,,silky,smooth,white,white.,partial,white,two,pendant,white,scattered,grasses,No presenta
5867,poisonous,knobbed,smooth,red,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,white.,partial,white,one,evanescent,white,several,leaves,No presenta
5869,edible,knobbed,smooth,brown,null,attached,close,broad,yellow,enlarging,,smooth,smooth,orange,orange.,partial,orange,one,pendant,yellow,clustered,leaves,No presenta
5874,edible,convex,fibrous,white,null,free,crowded,broad,gray,enlarging,,silky,smooth,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
5876,poisonous,knobbed,smooth,red,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,pink.,partial,white,one,evanescent,white,several,leaves,No presenta
5877,poisonous,knobbed,scaly,red,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,white.,partial,white,one,evanescent,white,several,paths,No presenta
5878,poisonous,knobbed,scaly,brown,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white.,partial,white,one,evanescent,white,several,paths,No presenta
5880,edible,convex,smooth,green,null,free,crowded,broad,white,enlarging,,smooth,silky,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
5881,edible,flat,smooth,brown,null,attached,close,broad,yellow,enlarging,,smooth,smooth,orange,orange.,partial,orange,one,pendant,yellow,several,leaves,No presenta
5882,edible,knobbed,smooth,green,null,free,crowded,broad,gray,enlarging,,silky,smooth,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
5885,edible,flat,smooth,brown,null,attached,close,broad,brown,enlarging,,smooth,smooth,orange,orange.,partial,orange,one,pendant,yellow,several,leaves,No presenta
5886,edible,knobbed,smooth,white,null,free,crowded,broad,white,enlarging,,silky,silky,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
5887,poisonous,flat,scaly,red,musty,free,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon.,partial,white,null,null,white,clustered,wood,No presenta
5888,edible,bell,smooth,green,null,free,crowded,broad,gray,enlarging,,silky,silky,white,white.,partial,white,two,pendant,white,scattered,grasses,No presenta
5889,edible,bell,smooth,brown,null,attached,close,broad,orange,enlarging,,smooth,smooth,orange,orange.,partial,brown,one,pendant,buff,clustered,leaves,No presenta
5891,edible,knobbed,smooth,brown,null,attached,close,broad,brown,enlarging,,smooth,smooth,orange,orange.,partial,orange,one,pendant,yellow,clustered,leaves,No presenta
5892,edible,bell,smooth,green,null,free,crowded,broad,pink,enlarging,,silky,silky,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
5893,poisonous,knobbed,scaly,brown,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,white.,partial,white,one,evanescent,white,several,paths,No presenta
5895,poisonous,knobbed,smooth,red,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,pink.,partial,white,one,evanescent,white,several,paths,No presenta
5897,poisonous,knobbed,smooth,brown,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,pink.,partial,white,one,evanescent,white,several,leaves,No presenta
5898,edible,bell,smooth,brown,null,attached,close,broad,yellow,enlarging,,smooth,smooth,orange,orange.,partial,orange,one,pendant,yellow,several,leaves,No presenta
5899,edible,knobbed,fibrous,green,null,free,crowded,broad,white,enlarging,,silky,silky,white,white.,partial,white,two,pendant,white,scattered,grasses,No presenta
5900,edible,bell,smooth,brown,null,attached,close,broad,orange,enlarging,,smooth,smooth,orange,orange.,partial,orange,one,pendant,orange,clustered,leaves,No presenta
5902,edible,flat,smooth,brown,null,attached,close,broad,brown,enlarging,,smooth,smooth,orange,orange.,partial,orange,one,pendant,brown,clustered,leaves,No presenta
5903,edible,convex,smooth,brown,null,attached,close,broad,orange,enlarging,,smooth,smooth,orange,orange.,partial,orange,one,pendant,orange,several,leaves,No presenta
5904,poisonous,knobbed,smooth,brown,fishy,free,close,narrow,buff,tapering,,silky,silky,white,pink.,partial,white,one,evanescent,white,several,wood,No presenta
5905,edible,knobbed,smooth,white,null,free,crowded,broad,pink,enlarging,,smooth,smooth,white,white.,partial,white,two,pendant,white,scattered,grasses,No presenta
5907,poisonous,knobbed,scaly,brown,foul,free,close,narrow,buff,tapering,,silky,silky,pink,white.,partial,white,one,evanescent,white,several,wood,No presenta
5908,edible,knobbed,fibrous,green,null,free,crowded,broad,gray,enlarging,,smooth,smooth,white,white.,partial,white,two,pendant,white,scattered,grasses,No presenta
5909,edible,convex,smooth,green,null,free,crowded,broad,white,enlarging,,smooth,smooth,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
5910,poisonous,knobbed,scaly,brown,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,white.,partial,white,one,evanescent,white,several,paths,No presenta
5913,edible,bell,fibrous,green,null,free,crowded,broad,white,enlarging,,smooth,smooth,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
5914,poisonous,knobbed,scaly,red,fishy,free,close,narrow,buff,tapering,,silky,silky,white,pink.,partial,white,one,evanescent,white,several,paths,No presenta
5915,poisonous,knobbed,smooth,red,fishy,free,close,narrow,buff,tapering,,silky,silky,white,pink.,partial,white,one,evanescent,white,several,leaves,No presenta
5917,edible,knobbed,fibrous,white,null,free,crowded,broad,pink,enlarging,,smooth,smooth,white,white.,partial,white,two,pendant,white,scattered,grasses,No presenta
5918,edible,knobbed,smooth,green,null,free,crowded,broad,gray,enlarging,,smooth,smooth,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
5921,edible,knobbed,smooth,white,null,free,crowded,broad,white,enlarging,,silky,smooth,white,white.,partial,white,two,pendant,white,scattered,grasses,No presenta
5923,edible,bell,smooth,white,null,free,crowded,broad,white,enlarging,,silky,smooth,white,white.,partial,white,two,pendant,white,scattered,grasses,No presenta
5924,edible,convex,smooth,white,null,free,crowded,broad,white,enlarging,,smooth,silky,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
5925,edible,bell,smooth,brown,null,attached,close,broad,brown,enlarging,,smooth,smooth,orange,orange.,partial,orange,one,pendant,brown,several,leaves,No presenta
5926,poisonous,knobbed,scaly,red,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,white.,partial,white,one,evanescent,white,several,paths,No presenta
5927,edible,convex,fibrous,white,null,free,crowded,broad,white,enlarging,,smooth,smooth,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
5929,edible,knobbed,smooth,brown,null,attached,close,broad,orange,enlarging,,smooth,smooth,orange,orange.,partial,brown,one,pendant,buff,clustered,leaves,No presenta
5930,poisonous,knobbed,scaly,brown,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,white.,partial,white,one,evanescent,white,several,leaves,No presenta
5932,edible,knobbed,smooth,green,null,free,crowded,broad,white,enlarging,,smooth,smooth,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
5933,poisonous,flat,scaly,red,fishy,free,close,narrow,buff,tapering,,silky,silky,white,pink.,partial,white,one,evanescent,white,several,leaves,No presenta
5934,poisonous,knobbed,scaly,red,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white.,partial,white,one,evanescent,white,several,paths,No presenta
5935,poisonous,knobbed,smooth,red,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,pink.,partial,white,one,evanescent,white,several,leaves,No presenta
5937,edible,bell,smooth,brown,null,attached,close,broad,orange,enlarging,,smooth,smooth,orange,orange.,partial,brown,one,pendant,brown,clustered,leaves,No presenta
5938,edible,convex,smooth,green,null,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white.,partial,white,two,pendant,white,solitary,paths,Presenta
5939,edible,knobbed,smooth,green,null,free,crowded,broad,pink,enlarging,,silky,smooth,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
5941,poisonous,knobbed,smooth,red,spicy,free,close,narrow,buff,tapering,,silky,silky,white,white.,partial,white,one,evanescent,white,several,paths,No presenta
5942,edible,bell,fibrous,white,null,free,crowded,broad,white,enlarging,,silky,silky,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
5943,edible,flat,smooth,brown,null,attached,close,broad,brown,enlarging,,smooth,smooth,orange,orange.,partial,orange,one,pendant,orange,clustered,leaves,No presenta
5944,poisonous,knobbed,smooth,brown,fishy,free,close,narrow,buff,tapering,,silky,silky,white,white.,partial,white,one,evanescent,white,several,paths,No presenta
5948,poisonous,knobbed,scaly,red,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink.,partial,white,one,evanescent,white,several,leaves,No presenta
5949,edible,convex,smooth,green,null,free,crowded,broad,pink,enlarging,,silky,smooth,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
5950,edible,convex,smooth,white,null,free,crowded,broad,gray,enlarging,,smooth,silky,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
5951,poisonous,knobbed,scaly,brown,foul,free,close,narrow,buff,tapering,,silky,silky,white,white.,partial,white,one,evanescent,white,several,wood,No presenta
5952,poisonous,knobbed,smooth,brown,foul,free,close,narrow,buff,tapering,,silky,smooth,white,pink.,partial,white,one,evanescent,white,several,leaves,No presenta
5953,edible,bell,fibrous,white,null,free,crowded,broad,pink,enlarging,,silky,silky,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
5956,poisonous,knobbed,smooth,brown,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink.,partial,white,one,evanescent,white,several,leaves,No presenta
5957,poisonous,convex,scaly,brown,musty,free,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon.,partial,white,null,null,white,clustered,wood,No presenta
5958,poisonous,knobbed,scaly,brown,foul,free,close,narrow,buff,tapering,,silky,smooth,white,pink.,partial,white,one,evanescent,white,several,leaves,No presenta
5959,edible,flat,smooth,brown,null,attached,close,broad,orange,enlarging,,smooth,smooth,orange,orange.,partial,brown,one,pendant,yellow,clustered,leaves,No presenta
5960,poisonous,convex,scaly,red,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,white.,partial,white,one,evanescent,white,several,wood,No presenta
5961,edible,flat,smooth,brown,null,attached,close,broad,yellow,enlarging,,smooth,smooth,orange,orange.,partial,brown,one,pendant,yellow,several,leaves,No presenta
5962,edible,bell,smooth,white,null,free,crowded,broad,gray,enlarging,,smooth,smooth,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
5963,edible,bell,smooth,green,null,free,crowded,broad,pink,enlarging,,smooth,smooth,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
5964,poisonous,knobbed,smooth,red,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,white.,partial,white,one,evanescent,white,several,paths,No presenta
5968,poisonous,knobbed,scaly,brown,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,pink.,partial,white,one,evanescent,white,several,wood,No presenta
5969,poisonous,knobbed,scaly,brown,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,pink.,partial,white,one,evanescent,white,several,paths,No presenta
5971,poisonous,convex,smooth,brown,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink.,partial,white,one,evanescent,white,several,wood,No presenta
5972,poisonous,knobbed,scaly,cinnamon,musty,free,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon.,partial,white,null,null,white,clustered,wood,No presenta
5974,edible,knobbed,smooth,white,null,free,crowded,broad,gray,enlarging,,smooth,smooth,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
5975,poisonous,flat,scaly,brown,fishy,free,close,narrow,buff,tapering,,silky,silky,white,pink.,partial,white,one,evanescent,white,several,leaves,No presenta
5976,edible,bell,fibrous,green,null,free,crowded,broad,pink,enlarging,,smooth,smooth,white,white.,partial,white,two,pendant,white,scattered,grasses,No presenta
5978,poisonous,knobbed,smooth,red,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,pink.,partial,white,one,evanescent,white,several,leaves,No presenta
5980,edible,convex,smooth,green,null,free,crowded,broad,pink,enlarging,,smooth,smooth,white,white.,partial,white,two,pendant,white,scattered,grasses,No presenta
5981,poisonous,knobbed,smooth,red,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,pink.,partial,white,one,evanescent,white,several,leaves,No presenta
5982,edible,knobbed,smooth,brown,null,attached,close,broad,brown,enlarging,,smooth,smooth,orange,orange.,partial,brown,one,pendant,yellow,clustered,leaves,No presenta
5984,edible,bell,smooth,white,null,free,crowded,broad,gray,enlarging,,smooth,silky,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
5986,poisonous,flat,smooth,red,foul,free,close,narrow,buff,tapering,,silky,silky,white,pink.,partial,white,one,evanescent,white,several,paths,No presenta
5989,edible,convex,smooth,cinnamon,null,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white.,partial,white,two,pendant,white,solitary,paths,Presenta
5990,edible,knobbed,fibrous,green,null,free,crowded,broad,white,enlarging,,smooth,smooth,white,white.,partial,white,two,pendant,white,scattered,grasses,No presenta
5993,poisonous,convex,scaly,red,foul,free,close,narrow,buff,tapering,,smooth,silky,white,pink.,partial,white,one,evanescent,white,several,paths,No presenta
5994,edible,knobbed,smooth,brown,null,attached,close,broad,orange,enlarging,,smooth,smooth,orange,orange.,partial,orange,one,pendant,orange,clustered,leaves,No presenta
5995,poisonous,convex,scaly,cinnamon,musty,attached,close,broad,white,enlarging,club,silky,scaly,cinnamon,cinnamon.,partial,white,null,null,white,clustered,wood,No presenta
5996,poisonous,convex,smooth,brown,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,white.,partial,white,one,evanescent,white,several,wood,No presenta
5998,poisonous,knobbed,scaly,brown,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink.,partial,white,one,evanescent,white,several,paths,No presenta
5999,edible,knobbed,smooth,green,null,free,crowded,broad,gray,enlarging,,smooth,silky,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
6000,edible,bell,smooth,green,null,free,crowded,broad,pink,enlarging,,smooth,silky,white,white.,partial,white,two,pendant,white,scattered,grasses,No presenta
6001,poisonous,knobbed,smooth,red,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,white.,partial,white,one,evanescent,white,several,paths,No presenta
6002,edible,convex,smooth,brown,null,attached,close,broad,orange,enlarging,,smooth,smooth,orange,orange.,partial,brown,one,pendant,buff,several,leaves,No presenta
