Observacion,clase,cap-shape,cap-surface,cap-color,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat,bruises
410,0,3,1,0,0,1,0,0,1,0,3,3,1,7,7,2,1,4,1,5,3,1
411,0,0,2,7,0,1,0,0,0,0,1,3,3,7,7,2,1,4,1,2,2,1
412,0,2,2,7,6,1,1,0,7,1,2,0,0,7,7,2,1,0,0,0,0,0
413,0,3,0,3,6,1,0,1,1,0,2,3,3,7,7,2,1,4,1,4,4,0
414,0,2,1,7,0,1,0,0,4,0,1,3,3,7,7,2,1,4,1,3,0,1
415,0,2,1,8,1,1,0,0,1,0,3,3,1,7,7,2,1,4,1,5,0,1
416,0,0,2,8,1,1,0,0,4,0,1,3,3,7,7,2,1,4,1,3,0,1
418,0,3,2,7,1,1,1,1,1,1,0,3,3,7,7,2,1,4,1,4,6,1
419,0,0,2,7,0,1,0,0,10,0,1,3,3,7,7,2,1,4,0,2,2,1
420,0,2,0,8,0,1,1,1,1,1,0,3,3,7,7,2,1,4,6,4,6,1
421,0,2,1,7,1,1,0,0,4,0,1,3,3,7,7,2,1,4,1,2,2,1
422,0,0,1,8,1,1,0,0,0,0,1,3,3,7,7,2,1,4,1,2,2,1
424,0,2,1,7,1,1,0,0,1,0,1,3,3,7,7,2,1,4,0,3,2,1
427,0,2,1,7,1,1,0,0,1,0,1,3,3,7,7,2,1,4,0,2,2,1
430,0,2,2,7,1,1,0,0,1,0,1,3,3,7,7,2,1,4,1,2,0,1
432,0,0,2,7,1,1,0,0,10,0,1,3,3,7,7,2,1,4,0,3,2,1
438,0,0,2,7,1,1,0,0,4,0,1,3,3,7,7,2,1,4,1,2,2,1
440,0,0,2,7,0,1,0,0,0,0,1,3,3,7,7,2,1,4,1,2,0,1
441,0,0,2,8,1,1,0,0,10,0,1,3,3,7,7,2,1,4,0,3,2,1
442,0,3,1,8,0,1,0,0,1,0,3,3,1,7,7,2,1,4,0,5,3,1
444,0,2,2,7,0,1,0,0,0,0,1,3,3,7,7,2,1,4,1,3,2,1
447,0,2,1,8,0,1,0,0,10,0,1,3,3,7,7,2,1,4,1,2,2,1
448,0,2,0,0,6,1,0,1,0,0,2,3,3,7,7,2,1,4,0,4,4,0
449,0,3,1,0,0,1,0,0,7,0,3,3,1,7,7,2,1,4,1,5,0,1
451,0,2,2,8,1,1,0,0,4,0,1,3,3,7,7,2,1,4,0,2,0,1
452,0,0,1,8,1,1,0,0,4,0,1,3,3,7,7,2,1,4,0,2,0,1
453,0,3,1,8,0,1,0,0,10,0,3,3,1,7,7,2,1,4,1,3,3,1
454,0,2,1,8,1,1,0,0,4,0,1,3,3,7,7,2,1,4,0,2,0,1
455,0,2,1,7,0,1,0,0,10,0,1,3,3,7,7,2,1,4,0,2,2,1
457,0,5,0,3,6,1,0,1,0,0,2,3,3,7,7,2,1,4,0,5,4,0
460,0,2,0,0,6,1,0,1,7,0,2,3,3,7,7,2,1,4,1,5,4,0
464,0,0,1,8,0,1,0,0,0,0,1,3,3,7,7,2,1,4,0,3,2,1
465,0,0,1,8,1,1,0,0,4,0,1,3,3,7,7,2,1,4,0,3,0,1
467,0,3,0,3,6,1,0,1,4,0,2,3,3,7,7,2,1,4,0,5,4,0
468,0,3,2,7,0,1,1,1,10,1,0,3,3,7,7,2,1,4,1,4,6,1
469,0,3,1,8,0,1,0,0,7,0,3,3,1,7,7,2,1,4,0,5,0,1
471,0,5,0,0,6,1,0,1,7,0,2,3,3,7,7,2,1,4,1,5,4,0
472,0,2,1,0,1,1,0,0,1,0,3,3,1,7,7,2,1,4,0,3,3,1
473,0,2,1,0,0,1,0,0,1,0,3,3,1,7,7,2,1,4,0,3,3,1
474,0,3,0,8,0,1,1,1,1,1,0,3,3,7,7,2,1,4,6,4,6,1
475,1,3,2,0,7,1,0,1,7,0,2,3,3,7,7,2,1,4,1,3,0,1
476,0,3,1,0,1,1,0,0,10,0,3,3,1,7,7,2,1,4,1,3,3,1
478,0,0,2,8,0,1,0,0,0,0,1,3,3,7,7,2,1,4,1,2,2,1
479,0,3,0,7,6,1,1,0,3,1,2,0,3,7,7,2,1,0,1,0,0,0
480,0,3,1,0,0,1,0,0,7,0,3,3,1,7,7,2,1,4,1,3,0,1
482,0,0,2,8,1,1,0,0,10,0,1,3,3,7,7,2,1,4,0,2,2,1
483,0,2,2,8,0,1,0,0,10,0,1,3,3,7,7,2,1,4,1,2,0,1
487,0,0,1,8,0,1,0,0,10,0,1,3,3,7,7,2,1,4,1,3,0,1
488,1,2,2,0,7,1,0,1,1,0,2,3,3,7,7,2,1,4,1,4,0,1
489,0,2,2,3,6,1,1,0,7,1,2,3,3,7,7,2,1,0,1,3,0,0
490,0,3,2,0,6,1,1,0,7,1,2,0,3,7,7,2,1,0,1,0,0,0
492,0,3,0,3,6,1,0,1,7,0,2,3,3,7,7,2,1,4,1,4,4,0
493,0,3,0,0,6,1,0,1,0,0,2,3,3,7,7,2,1,4,1,5,4,0
494,0,0,1,8,0,1,0,0,0,0,1,3,3,7,7,2,1,4,0,3,0,1
495,0,2,0,7,0,1,1,1,1,1,0,3,3,7,7,2,1,4,6,4,6,1
496,0,5,0,3,6,1,0,1,1,0,2,3,3,7,7,2,1,4,1,4,4,0
497,0,2,0,0,6,1,0,1,0,0,2,3,3,7,7,2,1,4,1,4,4,0
499,0,2,1,0,1,1,0,0,1,0,3,3,1,7,7,2,1,4,0,5,3,1
500,0,0,2,8,0,1,0,0,0,0,1,3,3,7,7,2,1,4,0,2,0,1
501,0,2,1,7,1,1,0,0,0,0,1,3,3,7,7,2,1,4,0,3,0,1
504,0,0,2,7,1,1,0,0,1,0,1,3,3,7,7,2,1,4,0,3,0,1
505,0,3,1,8,0,1,0,0,7,0,3,3,1,7,7,2,1,4,1,5,3,1
507,0,3,0,3,6,1,0,1,1,0,2,3,3,7,7,2,1,4,0,5,4,0
508,0,0,2,8,1,1,0,0,10,0,1,3,3,7,7,2,1,4,1,3,0,1
512,0,3,1,8,0,1,0,0,10,0,3,3,1,7,7,2,1,4,1,5,3,1
513,0,2,1,0,0,1,0,0,1,0,3,3,1,7,7,2,1,4,1,5,3,1
514,0,2,2,7,0,1,0,0,1,0,1,3,3,7,7,2,1,4,0,3,0,1
515,1,2,1,7,7,1,0,1,1,0,2,3,3,7,7,2,1,4,0,3,0,1
516,0,3,1,0,1,1,0,0,10,0,3,3,1,7,7,2,1,4,0,5,3,1
517,0,2,0,7,6,1,1,0,0,1,2,0,3,7,7,2,1,0,0,3,0,0
518,0,0,1,7,0,1,0,0,0,0,1,3,3,7,7,2,1,4,0,3,2,1
519,0,5,0,0,6,1,0,1,7,0,2,3,3,7,7,2,1,4,0,4,4,0
521,0,3,2,7,0,1,1,1,7,1,0,3,3,7,7,2,1,4,6,4,6,1
523,0,3,0,3,6,1,1,0,7,1,2,3,0,7,7,2,1,0,0,3,0,0
526,0,3,0,0,6,1,1,0,1,1,2,3,3,7,7,2,1,0,0,0,0,0
527,0,2,2,7,0,1,0,0,10,0,1,3,3,7,7,2,1,4,0,3,2,1
529,0,3,0,3,6,1,0,1,4,0,2,3,3,7,7,2,1,4,1,4,4,0
531,0,2,2,8,0,1,0,0,4,0,1,3,3,7,7,2,1,4,1,2,2,1
533,0,2,0,3,6,1,1,0,3,1,2,0,3,7,7,2,1,0,1,3,0,0
534,0,2,1,8,1,1,0,0,7,0,3,3,1,7,7,2,1,4,0,3,3,1
535,0,3,2,7,1,1,1,1,7,1,0,3,3,7,7,2,1,4,1,4,6,1
536,0,2,2,8,1,1,0,0,0,0,1,3,3,7,7,2,1,4,0,3,0,1
537,0,3,1,8,0,1,0,0,7,0,3,3,1,7,7,2,1,4,0,5,3,1
538,0,2,0,7,1,1,1,1,10,1,0,3,3,7,7,2,1,4,6,4,6,1
542,0,2,2,8,0,1,1,1,10,1,0,3,3,7,7,2,1,4,6,4,6,1
543,0,2,2,8,0,1,1,1,1,1,0,3,3,7,7,2,1,4,6,4,6,1
544,0,2,0,7,6,1,1,0,1,1,2,0,3,7,7,2,1,0,0,3,0,0
545,0,0,2,7,0,1,0,0,10,0,1,3,3,7,7,2,1,4,1,3,2,1
547,0,2,1,8,0,1,0,0,4,0,1,3,3,7,7,2,1,4,1,2,0,1
548,0,3,2,3,6,1,1,0,0,1,2,3,0,7,7,2,1,0,0,3,0,0
551,0,2,2,7,0,1,0,0,0,0,1,3,3,7,7,2,1,4,0,2,2,1
553,0,2,2,8,0,1,0,0,0,0,1,3,3,7,7,2,1,4,0,2,0,1
555,0,2,1,0,0,1,0,0,10,0,3,3,1,7,7,2,1,4,1,5,0,1
556,0,2,2,8,1,1,0,0,10,0,1,3,3,7,7,2,1,4,1,3,0,1
558,0,2,2,8,1,1,0,0,1,0,1,3,3,7,7,2,1,4,1,3,0,1
559,0,2,1,8,1,1,0,0,10,0,3,3,1,7,7,2,1,4,1,5,0,1
560,0,2,2,7,0,1,0,0,4,0,1,3,3,7,7,2,1,4,1,2,2,1
561,0,2,2,8,0,1,0,0,10,0,1,3,3,7,7,2,1,4,1,3,2,1
562,0,2,1,7,1,1,0,0,0,0,1,3,3,7,7,2,1,4,0,2,0,1
564,0,3,1,8,0,1,0,0,10,0,3,3,1,7,7,2,1,4,0,3,0,1
565,0,2,1,7,0,1,0,0,0,0,1,3,3,7,7,2,1,4,1,3,2,1
566,0,5,0,3,6,1,0,1,4,0,2,3,3,7,7,2,1,4,0,4,4,0
567,0,3,0,0,6,1,0,1,1,0,2,3,3,7,7,2,1,4,0,5,4,0
569,0,2,1,7,0,1,0,0,1,0,1,3,3,7,7,2,1,4,0,2,2,1
570,0,2,2,3,6,1,1,0,3,1,2,3,0,7,7,2,1,0,0,3,0,0
571,0,2,1,8,1,1,0,0,4,0,1,3,3,7,7,2,1,4,0,3,0,1
572,1,2,1,7,7,1,0,1,0,0,2,3,3,7,7,2,1,4,1,3,0,1
573,0,2,2,8,0,1,0,0,4,0,1,3,3,7,7,2,1,4,0,2,2,1
574,1,2,2,0,7,1,0,1,7,0,2,3,3,7,7,2,1,4,0,4,4,1
576,0,0,1,7,1,1,0,0,4,0,1,3,3,7,7,2,1,4,0,3,2,1
577,1,2,1,7,7,1,0,1,7,0,2,3,3,7,7,2,1,4,1,3,0,1
578,1,2,2,0,7,1,0,1,1,0,2,3,3,7,7,2,1,4,0,3,4,1
580,0,2,1,0,1,1,0,0,10,0,3,3,1,7,7,2,1,4,1,5,0,1
582,0,3,1,0,1,1,0,0,1,0,3,3,1,7,7,2,1,4,1,3,3,1
585,0,2,2,3,6,1,1,0,1,1,2,3,0,7,7,2,1,0,1,3,0,0
587,0,2,2,7,1,1,0,0,10,0,1,3,3,7,7,2,1,4,0,3,2,1
588,0,3,0,3,6,1,0,1,1,0,2,3,3,7,7,2,1,4,0,4,4,0
590,0,2,0,3,6,1,1,0,1,1,2,3,0,7,7,2,1,0,1,3,0,0
591,0,3,2,7,6,1,1,0,7,1,2,3,0,7,7,2,1,0,0,0,0,0
592,0,2,1,8,1,1,0,0,7,0,3,3,1,7,7,2,1,4,0,3,0,1
593,0,0,2,7,1,1,0,0,4,0,1,3,3,7,7,2,1,4,0,3,0,1
594,0,3,0,3,6,1,1,0,7,1,2,3,3,7,7,2,1,0,0,0,0,0
595,0,0,1,7,1,1,0,0,4,0,1,3,3,7,7,2,1,4,0,3,0,1
596,0,0,2,8,0,1,0,0,1,0,1,3,3,7,7,2,1,4,1,2,2,1
597,0,5,0,3,6,1,0,1,1,0,2,3,3,7,7,2,1,4,1,5,4,0
598,0,3,1,8,1,1,0,0,7,0,3,3,1,7,7,2,1,4,0,3,0,1
599,0,0,2,7,1,1,0,0,10,0,1,3,3,7,7,2,1,4,1,2,0,1
600,0,2,0,7,1,1,1,1,1,1,0,3,3,7,7,2,1,4,6,4,6,1
603,0,2,2,7,1,1,0,0,4,0,1,3,3,7,7,2,1,4,0,3,2,1
605,0,5,0,3,6,1,0,1,7,0,2,3,3,7,7,2,1,4,0,5,4,0
606,0,0,1,7,0,1,0,0,4,0,1,3,3,7,7,2,1,4,1,3,0,1
608,0,3,0,0,6,1,1,0,1,1,2,3,3,7,7,2,1,0,1,3,0,0
609,0,0,1,8,0,1,0,0,0,0,1,3,3,7,7,2,1,4,0,2,2,1
610,0,2,0,0,6,1,0,0,1,1,0,3,3,7,3,2,1,4,0,4,6,1
611,0,2,1,0,1,1,0,0,1,0,3,3,1,7,7,2,1,4,0,3,0,1
612,0,2,1,0,0,1,0,0,7,0,3,3,1,7,7,2,1,4,1,3,0,1
613,0,0,1,8,0,1,0,0,10,0,1,3,3,7,7,2,1,4,1,3,2,1
614,0,3,1,8,0,1,0,0,7,0,3,3,1,7,7,2,1,4,0,3,0,1
615,0,2,1,8,1,1,0,0,1,0,1,3,3,7,7,2,1,4,0,2,2,1
616,0,2,2,0,6,1,1,0,3,1,2,3,3,7,7,2,1,0,0,3,0,0
617,0,2,1,7,0,1,0,0,4,0,1,3,3,7,7,2,1,4,0,3,2,1
618,0,0,1,8,1,1,0,0,10,0,1,3,3,7,7,2,1,4,0,2,2,1
621,0,3,1,0,0,1,0,0,10,0,3,3,1,7,7,2,1,4,0,5,0,1
623,0,2,2,8,1,1,1,1,1,1,0,3,3,7,7,2,1,4,6,4,6,1
624,0,0,1,7,0,1,0,0,4,0,1,3,3,7,7,2,1,4,0,3,2,1
625,0,0,2,7,1,1,0,0,0,0,1,3,3,7,7,2,1,4,0,2,2,1
626,0,2,1,8,0,1,0,0,1,0,1,3,3,7,7,2,1,4,0,3,0,1
628,0,2,2,8,0,1,0,0,1,0,1,3,3,7,7,2,1,4,0,3,0,1
629,0,0,2,8,1,1,0,0,1,0,1,3,3,7,7,2,1,4,1,2,2,1
630,0,3,1,8,0,1,0,0,10,0,3,3,1,7,7,2,1,4,0,5,0,1
631,1,2,1,7,7,1,0,1,10,0,2,3,3,7,7,2,1,4,0,4,4,1
632,0,2,2,8,1,1,0,0,4,0,1,3,3,7,7,2,1,4,1,3,0,1
633,0,3,0,7,6,1,1,0,0,1,2,3,3,7,7,2,1,0,1,3,0,0
634,0,0,2,8,0,1,0,0,4,0,1,3,3,7,7,2,1,4,0,2,0,1
635,0,2,1,8,1,1,0,0,10,0,3,3,1,7,7,2,1,4,0,5,3,1
636,0,3,0,3,6,1,0,1,0,0,2,3,3,7,7,2,1,4,1,5,4,0
640,1,2,2,0,7,1,0,1,0,0,2,3,3,7,7,2,1,4,1,3,0,1
641,0,0,2,7,1,1,0,0,4,0,1,3,3,7,7,2,1,4,1,3,0,1
642,0,0,2,8,0,1,0,0,10,0,1,3,3,7,7,2,1,4,1,2,2,1
643,0,3,1,0,0,1,0,0,10,0,3,3,1,7,7,2,1,4,1,3,0,1
644,0,2,1,8,1,1,0,0,7,0,3,3,1,7,7,2,1,4,1,5,0,1
645,0,3,1,8,1,1,0,0,1,0,3,3,1,7,7,2,1,4,1,5,3,1
646,0,2,1,7,0,1,0,0,10,0,1,3,3,7,7,2,1,4,1,2,0,1
647,0,2,2,8,0,1,0,0,0,0,1,3,3,7,7,2,1,4,0,3,0,1
649,0,3,0,0,6,1,1,0,7,1,2,3,3,7,7,2,1,0,0,0,0,0
652,0,3,0,0,6,1,0,1,4,0,2,3,3,7,7,2,1,4,0,5,4,0
653,0,3,0,3,6,1,0,1,0,0,2,3,3,7,7,2,1,4,1,4,4,0
654,0,2,1,0,1,1,0,0,1,0,3,3,1,7,7,2,1,4,1,5,0,1
656,0,0,2,7,0,1,0,0,4,0,1,3,3,7,7,2,1,4,0,3,2,1
657,0,2,2,7,1,1,1,1,1,1,0,3,3,7,7,2,1,4,1,4,6,1
658,0,2,1,7,0,1,0,0,1,0,1,3,3,7,7,2,1,4,1,2,2,1
659,0,2,0,8,0,1,1,1,10,1,0,3,3,7,7,2,1,4,6,4,6,1
660,0,0,2,8,0,1,0,0,10,0,1,3,3,7,7,2,1,4,0,2,0,1
661,0,2,0,0,6,1,0,0,7,1,0,3,3,5,7,2,1,4,1,4,6,1
664,0,0,1,7,0,1,0,0,1,0,1,3,3,7,7,2,1,4,1,3,2,1
666,0,2,2,7,0,1,0,0,0,0,1,3,3,7,7,2,1,4,0,3,0,1
668,0,0,1,7,1,1,0,0,0,0,1,3,3,7,7,2,1,4,0,3,0,1
671,0,0,1,7,0,1,0,0,1,0,1,3,3,7,7,2,1,4,1,3,0,1
672,0,0,2,8,0,1,0,0,10,0,1,3,3,7,7,2,1,4,1,3,2,1
673,1,2,1,0,7,1,0,1,10,0,2,3,3,7,7,2,1,4,0,4,0,1
674,1,2,2,0,7,1,0,1,7,0,2,3,3,7,7,2,1,4,1,4,4,1
675,0,3,2,0,6,1,1,0,1,1,2,0,3,7,7,2,1,0,1,0,0,0
676,1,2,2,0,7,1,0,1,10,0,2,3,3,7,7,2,1,4,0,3,0,1
677,0,3,0,3,6,1,1,0,3,1,2,3,0,7,7,2,1,0,1,0,0,0
678,0,2,1,8,1,1,0,0,1,0,3,3,1,7,7,2,1,4,0,3,3,1
680,0,3,1,8,1,1,0,0,7,0,3,3,1,7,7,2,1,4,1,3,3,1
681,0,3,1,8,1,1,0,0,7,0,3,3,1,7,7,2,1,4,0,5,3,1
683,0,5,0,0,6,1,0,1,7,0,2,3,3,7,7,2,1,4,0,5,4,0
685,0,0,1,8,0,1,0,0,4,0,1,3,3,7,7,2,1,4,0,2,2,1
686,0,3,1,8,0,1,0,0,10,0,3,3,1,7,7,2,1,4,0,3,3,1
688,0,2,2,7,1,1,0,0,10,0,1,3,3,7,7,2,1,4,1,3,2,1
689,0,0,1,8,1,1,0,0,10,0,1,3,3,7,7,2,1,4,1,2,0,1
691,0,0,1,8,0,1,0,0,1,0,1,3,3,7,7,2,1,4,1,3,2,1
693,0,2,1,8,0,1,0,0,1,0,3,3,1,7,7,2,1,4,0,3,3,1
694,0,2,1,0,0,1,0,0,1,0,3,3,1,7,7,2,1,4,1,3,0,1
695,0,5,0,0,6,1,0,1,4,0,2,3,3,7,7,2,1,4,0,4,4,0
696,0,3,1,0,0,1,0,0,1,0,3,3,1,7,7,2,1,4,1,3,0,1
698,0,3,2,8,1,1,1,1,10,1,0,3,3,7,7,2,1,4,1,4,6,1
699,0,2,2,0,6,1,1,0,7,1,2,3,3,7,7,2,1,0,1,0,0,0
700,0,3,1,8,0,1,0,0,1,0,3,3,1,7,7,2,1,4,0,3,0,1
701,1,2,1,0,7,1,0,1,0,0,2,3,3,7,7,2,1,4,1,4,0,1
703,0,2,0,7,6,1,1,0,3,1,2,0,3,7,7,2,1,0,1,3,0,0
704,0,0,2,7,0,1,0,0,1,0,1,3,3,7,7,2,1,4,1,3,2,1
705,0,2,1,7,1,1,0,0,10,0,1,3,3,7,7,2,1,4,0,3,2,1
706,0,3,1,8,1,1,0,0,10,0,3,3,1,7,7,2,1,4,0,5,0,1
707,0,2,0,0,6,1,1,0,1,1,2,0,3,7,7,2,1,0,1,3,0,0
708,1,2,2,7,7,1,0,1,0,0,2,3,3,7,7,2,1,4,1,3,0,1
709,1,2,1,7,7,1,0,1,7,0,2,3,3,7,7,2,1,4,0,3,4,1
712,0,2,0,7,0,1,1,1,10,1,0,3,3,7,7,2,1,4,1,4,6,1
713,0,2,2,7,1,1,0,0,4,0,1,3,3,7,7,2,1,4,0,3,0,1
714,0,2,0,3,6,1,0,1,7,0,2,3,3,7,7,2,1,4,0,4,4,0
715,0,2,0,0,6,1,0,1,7,0,2,3,3,7,7,2,1,4,0,4,4,0
718,0,0,1,7,0,1,0,0,0,0,1,3,3,7,7,2,1,4,1,2,2,1
720,0,2,1,7,1,1,0,0,1,0,1,3,3,7,7,2,1,4,1,2,0,1
721,0,0,1,7,1,1,0,0,10,0,1,3,3,7,7,2,1,4,1,3,0,1
722,0,0,1,7,0,1,0,0,10,0,1,3,3,7,7,2,1,4,0,3,2,1
725,0,0,2,8,1,1,0,0,0,0,1,3,3,7,7,2,1,4,1,2,0,1
727,0,0,1,8,1,1,0,0,10,0,1,3,3,7,7,2,1,4,0,3,0,1
729,0,0,2,8,0,1,0,0,1,0,1,3,3,7,7,2,1,4,0,2,0,1
730,0,3,1,8,1,1,0,0,1,0,3,3,1,7,7,2,1,4,1,5,0,1
731,0,2,2,7,6,1,1,0,1,1,2,0,0,7,7,2,1,0,1,0,0,0
732,0,0,1,8,0,1,0,0,10,0,1,3,3,7,7,2,1,4,1,2,2,1
735,0,3,1,0,1,1,0,0,7,0,3,3,1,7,7,2,1,4,0,5,0,1
736,0,2,2,7,1,1,0,0,4,0,1,3,3,7,7,2,1,4,1,2,0,1
738,0,2,1,0,1,1,0,0,10,0,3,3,1,7,7,2,1,4,0,3,3,1
739,0,3,0,3,6,1,1,0,0,1,2,3,0,7,7,2,1,0,0,0,0,0
740,0,2,2,7,1,1,1,1,7,1,0,3,3,7,7,2,1,4,1,4,6,1
741,0,3,0,0,6,1,0,1,4,0,2,3,3,7,7,2,1,4,1,5,4,0
742,0,0,1,8,0,1,0,0,4,0,1,3,3,7,7,2,1,4,1,3,2,1
743,0,0,2,7,0,1,0,0,0,0,1,3,3,7,7,2,1,4,0,2,2,1
744,0,2,2,7,0,1,0,0,10,0,1,3,3,7,7,2,1,4,1,2,0,1
745,0,0,2,8,1,1,0,0,0,0,1,3,3,7,7,2,1,4,1,3,2,1
746,0,2,1,8,0,1,0,0,0,0,1,3,3,7,7,2,1,4,0,2,2,1
747,0,2,2,8,0,1,1,1,7,1,0,3,3,7,7,2,1,4,1,4,6,1
748,0,3,0,3,6,1,1,0,3,1,2,0,3,7,7,2,1,0,0,0,0,0
749,0,2,1,8,0,1,0,0,7,0,3,3,1,7,7,2,1,4,1,3,0,1
750,0,2,1,0,0,1,0,0,7,0,3,3,1,7,7,2,1,4,1,5,0,1
751,0,2,2,8,1,1,0,0,1,0,1,3,3,7,7,2,1,4,1,2,0,1
757,0,2,2,7,0,1,0,0,10,0,1,3,3,7,7,2,1,4,0,2,0,1
759,0,2,0,0,6,1,0,1,1,0,2,3,3,7,7,2,1,4,0,4,4,0
761,1,2,1,0,7,1,0,1,0,0,2,3,3,7,7,2,1,4,1,3,0,1
762,0,2,1,8,1,1,0,0,7,0,3,3,1,7,7,2,1,4,0,5,3,1
763,0,0,1,8,1,1,0,0,0,0,1,3,3,7,7,2,1,4,1,3,0,1
764,0,3,1,0,1,1,0,0,7,0,3,3,1,7,7,2,1,4,0,5,3,1
766,0,2,2,8,0,1,0,0,1,0,1,3,3,7,7,2,1,4,1,2,0,1
767,1,2,1,0,7,1,0,1,1,0,2,3,3,7,7,2,1,4,1,3,4,1
768,0,0,1,8,1,1,0,0,1,0,1,3,3,7,7,2,1,4,0,2,0,1
769,0,2,2,7,6,1,1,0,3,1,2,0,3,7,7,2,1,0,0,3,0,0
770,1,2,2,7,7,1,0,1,0,0,2,3,3,7,7,2,1,4,1,4,0,1
771,0,2,1,0,1,1,0,0,10,0,3,3,1,7,7,2,1,4,1,3,3,1
772,0,0,2,7,0,1,0,0,1,0,1,3,3,7,7,2,1,4,0,2,2,1
773,0,2,1,8,0,1,0,0,10,0,1,3,3,7,7,2,1,4,1,2,0,1
774,0,0,1,8,1,1,0,0,10,0,1,3,3,7,7,2,1,4,0,2,0,1
780,0,2,2,8,1,1,1,1,7,1,0,3,3,7,7,2,1,4,1,4,6,1
781,0,0,2,8,0,1,0,0,4,0,1,3,3,7,7,2,1,4,0,2,2,1
782,0,0,2,8,0,1,0,0,1,0,1,3,3,7,7,2,1,4,0,2,2,1
783,1,2,1,7,7,1,0,1,7,0,2,3,3,7,7,2,1,4,0,4,4,1
784,1,2,2,0,7,1,0,1,0,0,2,3,3,7,7,2,1,4,0,4,4,1
787,0,2,1,8,0,1,0,0,1,0,3,3,1,7,7,2,1,4,0,5,0,1
788,0,2,2,7,0,1,1,1,10,1,0,3,3,7,7,2,1,4,1,4,6,1
789,0,0,1,7,1,1,0,0,0,0,1,3,3,7,7,2,1,4,1,2,0,1
792,0,0,2,8,0,1,0,0,1,0,1,3,3,7,7,2,1,4,0,3,2,1
794,0,2,1,0,0,1,0,0,10,0,3,3,1,7,7,2,1,4,0,3,3,1
795,0,2,1,8,1,1,0,0,10,0,1,3,3,7,7,2,1,4,0,3,2,1
796,0,3,0,7,1,1,1,1,1,1,0,3,3,7,7,2,1,4,1,4,6,1
797,0,3,0,7,0,1,1,1,10,1,0,3,3,7,7,2,1,4,6,4,6,1
799,0,3,2,8,1,1,1,1,7,1,0,3,3,7,7,2,1,4,6,4,6,1
800,0,5,0,3,6,1,0,1,7,0,2,3,3,7,7,2,1,4,0,4,4,0
801,0,3,0,8,0,1,1,1,10,1,0,3,3,7,7,2,1,4,1,4,6,1
802,0,2,1,0,1,1,0,0,7,0,3,3,1,7,7,2,1,4,0,5,0,1
805,1,2,2,0,7,1,0,1,0,0,2,3,3,7,7,2,1,4,1,4,0,1
806,0,2,2,8,1,1,0,0,1,0,1,3,3,7,7,2,1,4,1,3,2,1
807,1,2,1,7,7,1,0,1,7,0,2,3,3,7,7,2,1,4,1,3,4,1
808,0,2,1,8,0,1,0,0,10,0,1,3,3,7,7,2,1,4,0,3,0,1
809,0,2,1,7,0,1,0,0,10,0,1,3,3,7,7,2,1,4,0,3,0,1
811,1,2,1,0,7,1,0,1,10,0,2,3,3,7,7,2,1,4,1,4,0,1
813,0,5,0,3,6,1,0,1,1,0,2,3,3,7,7,2,1,4,0,5,4,0
814,0,2,2,8,0,1,0,0,4,0,1,3,3,7,7,2,1,4,0,2,0,1
815,0,2,0,3,6,1,1,0,0,1,2,3,0,7,7,2,1,0,1,3,0,0
816,0,2,1,8,0,1,0,0,1,0,1,3,3,7,7,2,1,4,1,3,2,1
818,0,0,2,8,1,1,0,0,0,0,1,3,3,7,7,2,1,4,1,2,2,1
819,0,2,2,7,1,1,1,1,10,1,0,3,3,7,7,2,1,4,6,4,6,1
820,0,0,2,7,1,1,0,0,0,0,1,3,3,7,7,2,1,4,1,3,0,1
821,0,3,1,0,0,1,0,0,7,0,3,3,1,7,7,2,1,4,0,3,0,1
824,0,5,0,0,6,1,0,1,1,0,2,3,3,7,7,2,1,4,0,4,4,0
827,0,0,2,8,0,1,0,0,1,0,1,3,3,7,7,2,1,4,1,3,0,1
829,1,2,2,0,7,1,0,1,7,0,2,3,3,7,7,2,1,4,0,4,0,1
830,0,3,1,0,1,1,0,0,10,0,3,3,1,7,7,2,1,4,1,5,3,1
831,0,2,2,8,0,1,0,0,10,0,1,3,3,7,7,2,1,4,1,3,0,1
832,0,3,1,8,0,1,0,0,7,0,3,3,1,7,7,2,1,4,1,3,0,1
833,0,2,1,7,0,1,0,0,4,0,1,3,3,7,7,2,1,4,1,2,0,1
834,0,2,1,8,0,1,0,0,10,0,1,3,3,7,7,2,1,4,1,3,2,1
835,0,2,1,8,1,1,0,0,0,0,1,3,3,7,7,2,1,4,0,3,0,1
836,0,3,0,0,6,1,0,1,1,0,2,3,3,7,7,2,1,4,1,4,4,0
838,0,2,0,3,6,1,0,1,7,0,2,3,3,7,7,2,1,4,1,5,4,0
839,0,2,2,8,1,1,0,0,0,0,1,3,3,7,7,2,1,4,1,2,0,1
840,0,3,1,0,0,1,0,0,7,0,3,3,1,7,7,2,1,4,0,5,3,1
842,0,2,1,8,0,1,0,0,0,0,1,3,3,7,7,2,1,4,1,3,2,1
846,0,2,1,7,0,1,0,0,0,0,1,3,3,7,7,2,1,4,1,2,2,1
848,0,3,1,8,1,1,0,0,10,0,3,3,1,7,7,2,1,4,1,5,0,1
851,0,3,2,3,6,1,1,0,1,1,2,3,0,7,7,2,1,0,1,3,0,0
